from_id,to_id,Spend,Quantity
CUST0000326092,PRD0901490,1.05,1
CUST0000680928,PRD0901541,0.79,1
CUST0000326092,PRD0901597,1.39,1
CUST0000329411,PRD0901599,1.17,1
CUST0000329411,PRD0901672,0.53,1
CUST0000329411,PRD0901716,1.33,1
CUST0000629332,PRD0901722,0.01,1
CUST0000629332,PRD0901750,1.74,1
CUST0000680928,PRD0901775,3.3,3
CUST0000076243,PRD0901778,1.53,1
CUST0000076243,PRD0901821,0.35,1
CUST0000076243,PRD0901881,1.88,1
CUST0000329411,PRD0901885,1.12,4
CUST0000329411,PRD0901954,0.58,1
CUST0000680928,PRD0902053,0.76,1
CUST0000680928,PRD0902063,1.21,1
CUST0000680928,PRD0902079,0.92,1
CUST0000329411,PRD0902108,0.52,1
CUST0000076243,PRD0902111,0.7,1
CUST0000326092,PRD0902183,0.75,1
CUST0000680928,PRD0902233,0.7,1
CUST0000329411,PRD0902423,1.87,1
CUST0000326092,PRD0902465,1.75,1
CUST0000326092,PRD0902504,3.09,1
CUST0000680928,PRD0902675,1.16,1
CUST0000076243,PRD0902686,1.29,1
CUST0000629332,PRD0902699,1.66,1
CUST0000488624,PRD0902700,1.94,2
CUST0000488624,PRD0902700,1.94,2
CUST0000326092,PRD0902702,1.83,3
CUST0000488624,PRD0902708,0.53,1
CUST0000076243,PRD0902808,0.94,1
CUST0000680928,PRD0902830,1.14,1
CUST0000465439,PRD0902840,4.32,3
CUST0000329411,PRD0902895,0.42,1
CUST0000465439,PRD0902946,1.52,8
CUST0000076243,PRD0903032,1.14,1
CUST0000076243,PRD0903052,0.45,1
CUST0000680928,PRD0903052,0.75,1
CUST0000326092,PRD0903052,0.5,1
CUST0000329411,PRD0903074,1.01,1
CUST0000488624,PRD0903074,1.01,1
CUST0000326092,PRD0903108,1.61,1
CUST0000076243,PRD0903130,1.23,3
CUST0000680928,PRD0903169,0.29,1
CUST0000329411,PRD0903192,1.89,1
CUST0000076243,PRD0903292,0.86,1
CUST0000076243,PRD0903301,1.26,1
CUST0000329411,PRD0903313,8.82,2
CUST0000329411,PRD0903313,8.82,2
CUST0000076243,PRD0903361,0.35,1
CUST0000680928,PRD0903361,0.35,1
CUST0000076243,PRD0903486,0.83,1
CUST0000680928,PRD0903597,0.82,1
CUST0000326092,PRD0903691,3.85,1
CUST0000680928,PRD0903714,2.47,1
CUST0000329411,PRD0903722,4.0,1
CUST0000076243,PRD0903806,1.39,1
CUST0000680928,PRD0903811,1.52,1
CUST0000629332,PRD0903840,1.48,1
CUST0000629332,PRD0903869,0.53,1
CUST0000326092,PRD0903887,0.21,1
CUST0000680928,PRD0903898,0.38,1
CUST0000076243,PRD0903938,2.52,3
CUST0000680928,PRD0904005,0.55,1
CUST0000329411,PRD0904054,1.17,1
CUST0000680928,PRD0904077,3.95,1
CUST0000680928,PRD0904110,0.96,1
CUST0000465439,PRD0904153,0.97,1
CUST0000076243,PRD0904158,0.43,1
CUST0000488624,PRD0904158,1.29,3
CUST0000329411,PRD0904358,1.54,1
CUST0000629332,PRD0904358,1.54,1
CUST0000076243,PRD0904371,0.59,1
CUST0000329411,PRD0904407,1.7,1
CUST0000076243,PRD0904455,2.24,1
CUST0000680928,PRD0904473,1.42,1
CUST0000680928,PRD0904474,0.96,1
CUST0000680928,PRD0904521,0.77,1
CUST0000629332,PRD0904552,1.67,1
CUST0000329411,PRD0904615,3.27,1
CUST0000680928,PRD0904620,0.36,1
CUST0000076243,PRD0904624,0.3,1
CUST0000629332,PRD0904637,0.31,1
CUST0000329411,PRD0904671,1.96,1
CUST0000329411,PRD0904684,2.38,1
CUST0000329411,PRD0904762,1.85,1
CUST0000465439,PRD0904770,1.65,3
CUST0000326092,PRD0904774,2.49,1
CUST0000329411,PRD0904781,2.4,3
CUST0000076243,PRD0904784,0.77,1
CUST0000076243,PRD0904940,0.55,1
CUST0000329411,PRD0904945,1.25,1
CUST0000326092,PRD0904973,0.72,1
CUST0000326092,PRD0904979,0.31,1
CUST0000076243,PRD0904043,1.9,1
CUST0000329411,PRD0903056,2.14,1
CUST0000680928,PRD0904723,2.23,1
CUST0000076243,PRD0901348,2.06,1
CUST0000076243,PRD0902249,0.93,1
CUST0000629332,PRD0903104,8.43,3
CUST0000601102,PRD0900103,0.18,1
CUST0000607616,PRD0900340,0.61,1
CUST0000601102,PRD0900653,1.18,1
CUST0000601102,PRD0900754,1.26,1
CUST0000601102,PRD0900822,9.36,1
CUST0000607616,PRD0900951,1.05,1
CUST0000601102,PRD0901003,2.91,3
CUST0000607616,PRD0901024,5.61,3
CUST0000601102,PRD0901126,2.28,3
CUST0000601102,PRD0901350,0.52,1
CUST0000601102,PRD0901533,0.43,1
CUST0000601102,PRD0901535,1.1,1
CUST0000601102,PRD0902201,0.76,2
CUST0000601102,PRD0902201,0.76,2
CUST0000601102,PRD0902272,0.42,1
CUST0000601102,PRD0902691,0.64,1
CUST0000601102,PRD0902808,0.94,1
CUST0000601102,PRD0902890,1.23,1
CUST0000601102,PRD0903052,0.48000000000000004,2
CUST0000601102,PRD0903052,0.48000000000000004,2
CUST0000607616,PRD0903052,0.53,1
CUST0000601102,PRD0903565,1.25,1
CUST0000607616,PRD0903647,1.57,1
CUST0000601102,PRD0904208,0.86,1
CUST0000601102,PRD0904212,0.19,1
CUST0000601102,PRD0904358,3.08,2
CUST0000601102,PRD0904358,3.08,2
CUST0000607616,PRD0904358,1.54,1
CUST0000601102,PRD0904690,0.34,1
CUST0000601102,PRD0902277,0.53,1
CUST0000601102,PRD0902573,0.57,1
CUST0000717337,PRD0900004,0.4,1
CUST0000457031,PRD0900206,2.66,1
CUST0000314496,PRD0900342,2.15,1
CUST0000154122,PRD0900393,0.27,1
CUST0000432169,PRD0900415,0.7,1
CUST0000537006,PRD0900761,1.0,1
CUST0000432169,PRD0900772,2.06,1
CUST0000432169,PRD0900810,1.27,1
CUST0000432169,PRD0900922,4.24,1
CUST0000572321,PRD0900922,5.01,1
CUST0000154122,PRD0901095,1.81,1
CUST0000432169,PRD0901189,5.71,1
CUST0000457031,PRD0901205,0.4,1
CUST0000154122,PRD0901366,0.53,1
CUST0000572321,PRD0901371,0.68,1
CUST0000432169,PRD0901386,1.88,1
CUST0000154122,PRD0901405,1.86,3
CUST0000572321,PRD0901422,0.39,1
CUST0000314496,PRD0901448,0.58,1
CUST0000432169,PRD0901627,0.64,1
CUST0000717337,PRD0902029,1.0,1
CUST0000432169,PRD0902195,3.92,1
CUST0000432169,PRD0902233,2.1,3
CUST0000432169,PRD0902342,1.96,1
CUST0000154122,PRD0902434,0.8,1
CUST0000537006,PRD0902439,1.73,1
CUST0000572321,PRD0902540,0.14,1
CUST0000432169,PRD0902555,1.18,1
CUST0000154122,PRD0902692,1.35,1
CUST0000314496,PRD0902792,0.53,1
CUST0000432169,PRD0902833,1.96,1
CUST0000154122,PRD0902919,2.68,1
CUST0000154122,PRD0903032,1.14,1
CUST0000432169,PRD0903226,2.28,3
CUST0000154122,PRD0903243,0.55,1
CUST0000314496,PRD0903470,6.75,1
CUST0000572321,PRD0903728,3.6,1
CUST0000154122,PRD0903773,0.53,1
CUST0000154122,PRD0903806,1.39,1
CUST0000432169,PRD0903873,1.75,5
CUST0000314496,PRD0903878,0.28,1
CUST0000432169,PRD0904051,0.95,1
CUST0000154122,PRD0904122,3.84,1
CUST0000572321,PRD0904174,1.03,1
CUST0000154122,PRD0904538,2.01,1
CUST0000154122,PRD0904546,1.89,1
CUST0000432169,PRD0904662,1.02,1
CUST0000432169,PRD0904674,4.4,1
CUST0000432169,PRD0904738,2.4,1
CUST0000717337,PRD0904781,0.8,1
CUST0000432169,PRD0904790,0.2,1
CUST0000154122,PRD0904819,3.4,4
CUST0000572321,PRD0904819,2.55,3
CUST0000154122,PRD0904870,1.22,1
CUST0000314496,PRD0904911,2.2,1
CUST0000314496,PRD0903892,19.76,8
CUST0000717337,PRD0901085,2.12,1
CUST0000154122,PRD0901530,0.5,1
CUST0000432169,PRD0903915,1.26,1
CUST0000314496,PRD0901336,1.09,1
CUST0000154122,PRD0902249,0.93,1
CUST0000388176,PRD0900072,1.04,1
CUST0000436351,PRD0900121,0.98,1
CUST0000063939,PRD0900149,1.0,4
CUST0000658490,PRD0900173,0.84,1
CUST0000084449,PRD0900212,0.8,1
CUST0000388176,PRD0900255,0.86,1
CUST0000436351,PRD0900477,3.31,1
CUST0000388176,PRD0900494,1.0,1
CUST0000436351,PRD0900523,1.71,1
CUST0000388176,PRD0900531,0.38,1
CUST0000388176,PRD0900552,0.22,1
CUST0000436351,PRD0900567,1.24,1
CUST0000063939,PRD0900640,16.03,1
CUST0000388176,PRD0900642,1.11,1
CUST0000388176,PRD0900661,0.33,1
CUST0000714089,PRD0900677,0.47,1
CUST0000436351,PRD0900684,1.96,7
CUST0000084449,PRD0900685,1.52,1
CUST0000578851,PRD0900921,1.62,2
CUST0000578851,PRD0900921,1.62,2
CUST0000388176,PRD0900947,1.19,1
CUST0000084449,PRD0901035,0.86,1
CUST0000388176,PRD0901173,1.74,1
CUST0000658490,PRD0901214,1.33,1
CUST0000084449,PRD0901246,7.81,1
CUST0000578851,PRD0901270,2.27,1
CUST0000084449,PRD0901294,5.19,3
CUST0000578851,PRD0901359,0.81,1
CUST0000436351,PRD0901373,2.12,1
CUST0000388176,PRD0901394,1.1,2
CUST0000388176,PRD0901394,1.1,2
CUST0000063939,PRD0901422,0.39,1
CUST0000578851,PRD0901478,1.17,1
CUST0000578851,PRD0901528,1.88,1
CUST0000063939,PRD0901577,0.66,1
CUST0000388176,PRD0901586,0.41,1
CUST0000388176,PRD0901590,1.4,1
CUST0000388176,PRD0901622,0.56,1
CUST0000388176,PRD0901663,1.25,1
CUST0000388176,PRD0901878,0.25,1
CUST0000714089,PRD0901982,6.75,3
CUST0000063939,PRD0901985,7.07,1
CUST0000658490,PRD0902008,0.69,1
CUST0000436351,PRD0902029,1.0,1
CUST0000388176,PRD0902060,0.51,1
CUST0000436351,PRD0902061,4.61,1
CUST0000388176,PRD0902134,1.18,1
CUST0000578851,PRD0902208,0.39,1
CUST0000436351,PRD0902219,0.43,1
CUST0000388176,PRD0902286,2.08,4
CUST0000388176,PRD0902308,0.35,1
CUST0000388176,PRD0902318,0.36,1
CUST0000436351,PRD0902335,0.51,3
CUST0000658490,PRD0902410,2.32,1
CUST0000578851,PRD0902436,1.14,3
CUST0000436351,PRD0902455,2.05,1
CUST0000436351,PRD0902462,0.82,1
CUST0000436351,PRD0902566,0.96,3
CUST0000578851,PRD0902575,0.56,1
CUST0000436351,PRD0902577,2.04,4
CUST0000658490,PRD0902599,1.19,1
CUST0000436351,PRD0902703,8.64,3
CUST0000714089,PRD0902708,1.06,2
CUST0000714089,PRD0902725,1.56,1
CUST0000436351,PRD0902767,3.98,1
CUST0000388176,PRD0902813,0.71,1
CUST0000084449,PRD0902877,0.32,1
CUST0000714089,PRD0902894,0.52,1
CUST0000388176,PRD0902908,0.48,1
CUST0000436351,PRD0902929,1.59,1
CUST0000578851,PRD0902957,3.39,3
CUST0000578851,PRD0903033,1.35,1
CUST0000063939,PRD0903052,0.92,1
CUST0000388176,PRD0903052,1.27,2
CUST0000388176,PRD0903052,1.27,2
CUST0000658490,PRD0903052,0.42,1
CUST0000578851,PRD0903078,1.05,3
CUST0000714089,PRD0903307,1.14,1
CUST0000714089,PRD0903313,4.41,1
CUST0000388176,PRD0903406,0.82,1
CUST0000578851,PRD0903542,3.42,6
CUST0000436351,PRD0903557,2.07,3
CUST0000578851,PRD0903564,0.63,1
CUST0000388176,PRD0903577,0.41,1
CUST0000658490,PRD0903586,0.46,1
CUST0000388176,PRD0903602,1.02,1
CUST0000436351,PRD0903620,0.47,1
CUST0000388176,PRD0903630,0.27,1
CUST0000578851,PRD0903676,0.86,1
CUST0000578851,PRD0903677,5.61,3
CUST0000658490,PRD0903731,4.43,1
CUST0000436351,PRD0903773,0.53,1
CUST0000578851,PRD0903806,1.39,1
CUST0000714089,PRD0903817,0.5,1
CUST0000658490,PRD0903873,2.8,8
CUST0000658490,PRD0903873,2.8,8
CUST0000578851,PRD0904025,2.91,1
CUST0000388176,PRD0904045,0.95,1
CUST0000388176,PRD0904072,1.76,1
CUST0000388176,PRD0904134,1.46,1
CUST0000578851,PRD0904138,1.64,1
CUST0000436351,PRD0904264,2.26,1
CUST0000436351,PRD0904358,1.54,1
CUST0000388176,PRD0904409,1.21,1
CUST0000436351,PRD0904418,9.79,1
CUST0000436351,PRD0904419,0.01,1
CUST0000388176,PRD0904565,0.96,3
CUST0000714089,PRD0904581,1.83,3
CUST0000084449,PRD0904684,2.38,1
CUST0000714089,PRD0904697,3.57,3
CUST0000714089,PRD0904795,1.33,1
CUST0000388176,PRD0904841,0.93,1
CUST0000714089,PRD0904841,1.86,2
CUST0000388176,PRD0904925,0.4,1
CUST0000388176,PRD0904989,0.72,4
CUST0000436351,PRD0901332,8.02,1
CUST0000436351,PRD0902731,7.7,1
CUST0000578851,PRD0903318,0.85,1
CUST0000714089,PRD0901309,1.56,1
CUST0000658490,PRD0904987,1.96,1
CUST0000401763,PRD0900013,1.22,1
CUST0000366661,PRD0900173,2.07,1
CUST0000366661,PRD0900239,0.63,1
CUST0000401763,PRD0900297,3.52,1
CUST0000366661,PRD0900392,0.93,1
CUST0000401763,PRD0900429,2.37,1
CUST0000241252,PRD0900457,0.48,1
CUST0000401763,PRD0900531,0.66,1
CUST0000366661,PRD0900575,2.88,1
CUST0000945336,PRD0900875,1.05,1
CUST0000241252,PRD0901012,8.31,3
CUST0000366661,PRD0901214,1.33,1
CUST0000366661,PRD0901232,0.74,1
CUST0000401763,PRD0901311,0.63,3
CUST0000945336,PRD0901961,0.38,1
CUST0000241252,PRD0901983,3.21,1
CUST0000366661,PRD0901983,3.21,1
CUST0000366661,PRD0902000,0.77,1
CUST0000401763,PRD0902545,0.56,1
CUST0000366661,PRD0902695,1.82,1
CUST0000241252,PRD0902907,1.63,1
CUST0000366661,PRD0903052,0.64,1
CUST0000366661,PRD0903075,1.39,1
CUST0000241252,PRD0903149,3.12,1
CUST0000401763,PRD0903246,1.22,1
CUST0000945336,PRD0903298,0.35,1
CUST0000945336,PRD0903587,1.46,1
CUST0000241252,PRD0903788,0.75,1
CUST0000945336,PRD0903857,0.54,1
CUST0000401763,PRD0903988,2.1,1
CUST0000366661,PRD0904144,1.14,3
CUST0000366661,PRD0904358,4.62,3
CUST0000366661,PRD0904489,0.37,1
CUST0000241252,PRD0904939,1.12,1
CUST0000366661,PRD0904976,1.49,1
CUST0000945336,PRD0904976,4.47,3
CUST0000241252,PRD0902277,0.53,1
CUST0000945336,PRD0902679,0.41,1
CUST0000241252,PRD0904672,2.55,1
CUST0000258842,PRD0900968,0.92,1
CUST0000258842,PRD0901861,0.9,1
CUST0000258842,PRD0902504,3.09,1
CUST0000258842,PRD0903228,0.89,1
CUST0000258842,PRD0904695,0.82,1
CUST0000860999,PRD0900007,1.76,8
CUST0000860999,PRD0900086,1.24,1
CUST0000860999,PRD0900121,0.98,1
CUST0000860999,PRD0900284,0.38,1
CUST0000022814,PRD0900290,1.86,1
CUST0000022814,PRD0900302,1.44,1
CUST0000860999,PRD0900302,1.22,1
CUST0000292042,PRD0900528,0.65,1
CUST0000022814,PRD0900575,8.64,3
CUST0000860999,PRD0900595,0.47,1
CUST0000292042,PRD0900619,1.54,1
CUST0000847458,PRD0900641,1.34,1
CUST0000847458,PRD0900692,1.19,1
CUST0000847458,PRD0900719,0.65,1
CUST0000022814,PRD0900747,1.11,1
CUST0000860999,PRD0900873,1.75,1
CUST0000022814,PRD0900876,4.29,3
CUST0000847458,PRD0900927,1.56,1
CUST0000847458,PRD0901135,1.03,1
CUST0000022814,PRD0901353,0.62,1
CUST0000860999,PRD0901448,0.58,1
CUST0000022814,PRD0901630,0.43,1
CUST0000847458,PRD0901791,1.52,1
CUST0000860999,PRD0901821,0.35,1
CUST0000022814,PRD0901940,1.79,1
CUST0000860999,PRD0901981,0.55,1
CUST0000860999,PRD0902082,1.05,1
CUST0000847458,PRD0902363,1.62,3
CUST0000860999,PRD0902490,0.35,1
CUST0000022814,PRD0902659,0.79,1
CUST0000847458,PRD0902662,0.56,1
CUST0000860999,PRD0902707,0.29,1
CUST0000860999,PRD0902935,1.53,1
CUST0000860999,PRD0902937,0.6,1
CUST0000847458,PRD0902944,2.03,1
CUST0000847458,PRD0903014,1.85,1
CUST0000847458,PRD0903074,1.01,1
CUST0000860999,PRD0903228,0.89,1
CUST0000847458,PRD0903261,0.8,1
CUST0000320138,PRD0903275,0.74,1
CUST0000022814,PRD0903395,1.14,1
CUST0000292042,PRD0903588,0.67,1
CUST0000022814,PRD0903773,0.53,1
CUST0000860999,PRD0903786,0.42,3
CUST0000860999,PRD0903962,0.45,1
CUST0000292042,PRD0904228,1.53,1
CUST0000860999,PRD0904236,0.53,1
CUST0000292042,PRD0904305,2.33,1
CUST0000860999,PRD0904376,0.51,1
CUST0000887195,PRD0904502,1.2,1
CUST0000887195,PRD0904552,1.67,1
CUST0000022814,PRD0904608,2.92,1
CUST0000860999,PRD0904657,0.81,1
CUST0000022814,PRD0904696,1.68,1
CUST0000022814,PRD0904734,1.01,1
CUST0000847458,PRD0904780,1.67,1
CUST0000860999,PRD0904861,0.52,1
CUST0000292042,PRD0902169,0.72,1
CUST0000022814,PRD0903913,1.02,1
CUST0000860999,PRD0901348,2.06,1
CUST0000860999,PRD0904221,0.71,1
CUST0000860999,PRD0903943,3.93,3
CUST0000616650,PRD0900121,0.98,1
CUST0000616650,PRD0900254,0.85,1
CUST0000503994,PRD0900594,1.05,5
CUST0000503994,PRD0901012,8.31,3
CUST0000503994,PRD0901019,1.95,1
CUST0000616650,PRD0901608,0.27,1
CUST0000485331,PRD0901896,1.88,1
CUST0000616650,PRD0902029,1.0,1
CUST0000616650,PRD0902314,0.33,1
CUST0000503994,PRD0902645,2.28,1
CUST0000616650,PRD0902830,2.28,2
CUST0000616650,PRD0902830,2.28,2
CUST0000485331,PRD0902906,10.14,1
CUST0000503994,PRD0903234,1.4,1
CUST0000485331,PRD0903452,1.37,1
CUST0000503994,PRD0903559,9.72,3
CUST0000616650,PRD0903827,0.67,1
CUST0000616650,PRD0903938,2.52,3
CUST0000503994,PRD0903949,4.32,3
CUST0000616650,PRD0904044,1.68,3
CUST0000503994,PRD0904245,1.16,1
CUST0000616650,PRD0904327,0.93,1
CUST0000616650,PRD0904332,4.57,1
CUST0000616650,PRD0904358,1.54,1
CUST0000616650,PRD0904916,0.5,1
CUST0000975272,PRD0900004,1.2,3
CUST0000610089,PRD0900121,0.98,1
CUST0000610089,PRD0900649,0.75,1
CUST0000610089,PRD0900664,3.24,1
CUST0000610089,PRD0900803,15.12,3
CUST0000975272,PRD0900933,1.41,1
CUST0000975272,PRD0901171,2.6,2
CUST0000975272,PRD0901171,2.6,2
CUST0000610089,PRD0901265,0.73,1
CUST0000610089,PRD0901878,0.25,1
CUST0000975272,PRD0901988,2.79,1
CUST0000975272,PRD0902272,0.42,1
CUST0000610089,PRD0902342,1.16,1
CUST0000610089,PRD0902598,1.87,1
CUST0000975272,PRD0903228,0.89,1
CUST0000953220,PRD0903460,0.7,1
CUST0000975272,PRD0903746,3.92,1
CUST0000953220,PRD0904358,1.54,1
CUST0000975272,PRD0904358,1.54,1
CUST0000610089,PRD0904378,2.13,1
CUST0000953220,PRD0904608,2.92,1
CUST0000610089,PRD0904642,5.01,1
CUST0000975272,PRD0900616,2.09,1
CUST0000610089,PRD0900249,2.36,1
CUST0000975272,PRD0902249,1.86,2
CUST0000975272,PRD0902249,1.86,2
CUST0000696692,PRD0900121,0.98,1
CUST0000109188,PRD0900173,0.32,1
CUST0000693737,PRD0900349,1.42,1
CUST0000490625,PRD0900407,3.28,8
CUST0000693737,PRD0900456,0.88,1
CUST0000693737,PRD0900684,1.4,5
CUST0000693737,PRD0900719,0.65,1
CUST0000693737,PRD0900947,3.57,3
CUST0000109188,PRD0900951,1.05,1
CUST0000109188,PRD0900968,0.92,1
CUST0000693737,PRD0901007,1.49,1
CUST0000490625,PRD0901124,0.66,1
CUST0000693737,PRD0901173,1.74,1
CUST0000693737,PRD0901265,1.44,1
CUST0000708577,PRD0901329,0.33,1
CUST0000693737,PRD0901488,1.35,1
CUST0000109188,PRD0901549,0.93,1
CUST0000696692,PRD0901672,0.53,1
CUST0000490625,PRD0901775,3.3,3
CUST0000109188,PRD0901862,1.93,1
CUST0000109188,PRD0901983,3.21,1
CUST0000693737,PRD0902190,3.23,1
CUST0000693737,PRD0902604,3.57,3
CUST0000109188,PRD0902646,3.12,3
CUST0000490625,PRD0902773,4.27,1
CUST0000693737,PRD0902813,3.12,1
CUST0000109188,PRD0902980,1.29,3
CUST0000696692,PRD0903052,0.58,1
CUST0000693737,PRD0903052,0.72,1
CUST0000109188,PRD0903296,2.79,1
CUST0000490625,PRD0903377,11.31,3
CUST0000490625,PRD0903514,0.61,1
CUST0000109188,PRD0903516,1.42,1
CUST0000693737,PRD0903599,1.62,1
CUST0000693737,PRD0903779,2.88,3
CUST0000693737,PRD0903968,2.67,1
CUST0000109188,PRD0904142,0.35,1
CUST0000708577,PRD0904159,0.73,1
CUST0000490625,PRD0904250,2.49,1
CUST0000693737,PRD0904286,1.54,1
CUST0000109188,PRD0904335,0.75,1
CUST0000109188,PRD0904352,0.36,1
CUST0000693737,PRD0904358,6.16,4
CUST0000693737,PRD0904358,6.16,4
CUST0000490625,PRD0904415,2.31,1
CUST0000693737,PRD0904664,3.75,1
CUST0000693737,PRD0904819,0.85,1
CUST0000490625,PRD0904917,1.34,1
CUST0000693737,PRD0904962,2.09,1
CUST0000693737,PRD0904877,2.8,1
CUST0000693737,PRD0903880,7.14,3
CUST0000497325,PRD0900008,5.31,3
CUST0000086768,PRD0900017,1.99,1
CUST0000086768,PRD0900026,1.38,1
CUST0000086768,PRD0900095,1.63,1
CUST0000454947,PRD0900121,2.94,3
CUST0000086768,PRD0900135,3.07,1
CUST0000086768,PRD0900140,0.19,1
CUST0000454947,PRD0900149,0.75,3
CUST0000086768,PRD0900151,1.73,1
CUST0000497325,PRD0900173,1.88,1
CUST0000497325,PRD0900185,0.81,1
CUST0000086768,PRD0900435,0.68,1
CUST0000497325,PRD0900575,8.64,3
CUST0000086768,PRD0900596,0.7,1
CUST0000398616,PRD0900668,0.04,1
CUST0000454947,PRD0900684,0.28,1
CUST0000497325,PRD0900925,1.12,1
CUST0000454947,PRD0901136,0.96,1
CUST0000454947,PRD0901205,0.4,1
CUST0000398616,PRD0901244,1.33,1
CUST0000398616,PRD0901311,1.26,6
CUST0000398616,PRD0901311,1.26,6
CUST0000497325,PRD0901316,0.99,1
CUST0000497325,PRD0901361,0.78,1
CUST0000086768,PRD0901465,1.14,1
CUST0000086768,PRD0901599,1.17,1
CUST0000086768,PRD0901740,2.09,1
CUST0000497325,PRD0901742,1.79,1
CUST0000086768,PRD0901845,1.53,1
CUST0000454947,PRD0901878,1.42,2
CUST0000454947,PRD0901878,1.42,2
CUST0000086768,PRD0902044,0.74,1
CUST0000398616,PRD0902106,1.04,1
CUST0000398616,PRD0902314,1.32,4
CUST0000497325,PRD0902700,0.97,1
CUST0000086768,PRD0902822,2.44,1
CUST0000497325,PRD0902826,1.01,1
CUST0000086768,PRD0902877,0.32,1
CUST0000497325,PRD0902898,4.68,3
CUST0000086768,PRD0902944,2.03,1
CUST0000086768,PRD0902969,2.04,1
CUST0000454947,PRD0903141,2.51,1
CUST0000086768,PRD0903292,0.86,1
CUST0000454947,PRD0903456,2.43,3
CUST0000454947,PRD0903497,1.28,1
CUST0000086768,PRD0903513,2.61,3
CUST0000086768,PRD0903611,1.64,1
CUST0000086768,PRD0903806,1.39,1
CUST0000454947,PRD0903843,0.66,1
CUST0000086768,PRD0903867,1.93,1
CUST0000454947,PRD0904171,1.56,3
CUST0000086768,PRD0904358,1.54,1
CUST0000454947,PRD0904358,1.54,1
CUST0000497325,PRD0904358,1.54,1
CUST0000086768,PRD0904377,0.59,1
CUST0000086768,PRD0904419,0.03,1
CUST0000454947,PRD0904486,5.82,1
CUST0000086768,PRD0904662,1.02,1
CUST0000454947,PRD0904750,1.73,1
CUST0000454947,PRD0904976,1.49,1
CUST0000454947,PRD0900287,3.12,1
CUST0000497325,PRD0901804,0.82,1
CUST0000497325,PRD0900723,1.07,1
CUST0000471643,PRD0901295,0.41,1
CUST0000471643,PRD0901558,0.29,1
CUST0000471643,PRD0902287,0.28,1
CUST0000471643,PRD0902355,0.45,1
CUST0000780835,PRD0902882,2.51,1
CUST0000526081,PRD0900457,2.88,6
CUST0000109701,PRD0900733,0.74,1
CUST0000526081,PRD0900761,6.0,6
CUST0000526081,PRD0900761,6.0,6
CUST0000109701,PRD0901228,0.72,1
CUST0000109701,PRD0901422,1.17,3
CUST0000109701,PRD0902706,0.4,1
CUST0000109701,PRD0902728,0.4,1
CUST0000109701,PRD0903138,0.31,1
CUST0000526081,PRD0903586,0.46,1
CUST0000164214,PRD0903615,9.48,1
CUST0000858503,PRD0904358,6.16,4
CUST0000109701,PRD0904707,1.96,2
CUST0000109701,PRD0904707,1.96,2
CUST0000041637,PRD0900181,0.67,1
CUST0000041637,PRD0900653,1.18,1
CUST0000041637,PRD0902099,1.51,1
CUST0000400134,PRD0902446,14.06,1
CUST0000885962,PRD0900121,0.98,1
CUST0000456347,PRD0900947,4.76,4
CUST0000456347,PRD0901003,2.91,3
CUST0000456347,PRD0901007,4.47,3
CUST0000456347,PRD0901175,5.76,3
CUST0000885962,PRD0901229,0.43,1
CUST0000456347,PRD0901415,0.57,1
CUST0000079529,PRD0901422,1.17,3
CUST0000079529,PRD0901464,2.17,1
CUST0000079529,PRD0901627,0.64,1
CUST0000456347,PRD0901667,0.53,1
CUST0000079529,PRD0901672,1.59,3
CUST0000456347,PRD0901880,3.66,3
CUST0000079529,PRD0901918,0.33,1
CUST0000456347,PRD0902124,5.31,3
CUST0000456347,PRD0902134,1.18,1
CUST0000456347,PRD0902437,1.65,1
CUST0000079529,PRD0902478,2.57,1
CUST0000079529,PRD0902505,1.95,1
CUST0000062780,PRD0902519,1.05,3
CUST0000456347,PRD0902645,2.28,1
CUST0000079529,PRD0902700,0.97,1
CUST0000456347,PRD0902703,8.64,3
CUST0000456347,PRD0902846,0.95,1
CUST0000885962,PRD0902898,4.68,3
CUST0000079529,PRD0902944,2.03,1
CUST0000079529,PRD0903052,0.78,1
CUST0000079529,PRD0903074,1.01,1
CUST0000079529,PRD0903271,1.07,1
CUST0000885962,PRD0903423,0.83,1
CUST0000079529,PRD0903532,3.21,1
CUST0000456347,PRD0903586,0.92,2
CUST0000456347,PRD0903586,0.92,2
CUST0000062780,PRD0903825,0.66,1
CUST0000079529,PRD0904065,0.66,1
CUST0000456347,PRD0904077,11.85,3
CUST0000456347,PRD0904079,2.4,1
CUST0000079529,PRD0904095,3.92,1
CUST0000456347,PRD0904136,3.66,3
CUST0000456347,PRD0904311,1.37,1
CUST0000456347,PRD0904358,3.08,2
CUST0000456347,PRD0904358,3.08,2
CUST0000079529,PRD0904404,0.69,3
CUST0000885962,PRD0904409,1.21,1
CUST0000456347,PRD0904502,1.2,1
CUST0000456347,PRD0904511,1.5,1
CUST0000456347,PRD0904770,0.55,1
CUST0000885962,PRD0904774,2.49,1
CUST0000885962,PRD0904942,18.92,1
CUST0000456347,PRD0904945,1.25,1
CUST0000885962,PRD0904429,1.51,1
CUST0000079529,PRD0900249,2.36,1
CUST0000062780,PRD0901348,2.06,1
CUST0000152233,PRD0900243,0.99,1
CUST0000152233,PRD0900523,1.71,1
CUST0000846460,PRD0901265,1.69,1
CUST0000152233,PRD0901915,5.08,1
CUST0000152233,PRD0902013,1.9,1
